1545.000	-69.870	1.000
1545.010	-69.530	0.000
1545.030	-69.500	0.000
1545.040	-69.660	0.000
1545.050	-69.470	0.000
1545.060	-69.720	0.000
1545.080	-69.750	0.000
1545.090	-69.620	0.000
1545.100	-69.500	0.000
1545.110	-69.410	0.000
1545.130	-69.420	0.000
1545.140	-69.590	0.000
1545.150	-69.540	0.000
1545.160	-69.570	0.000
1545.180	-69.600	0.000
1545.190	-69.690	0.000
1545.200	-69.480	0.000
1545.210	-69.260	0.000
1545.230	-69.510	0.000
1545.240	-69.420	0.000
1545.250	-69.470	0.000
1545.260	-69.560	0.000
1545.280	-69.440	0.000
1545.290	-69.690	0.000
1545.300	-69.580	0.000
1545.310	-69.560	0.000
1545.330	-69.390	0.000
1545.340	-69.320	0.000
1545.350	-69.600	0.000
1545.360	-69.420	0.000
1545.380	-69.540	0.000
1545.390	-69.340	0.000
1545.400	-69.450	0.000
1545.410	-69.510	0.000
1545.430	-69.480	0.000
1545.440	-69.420	0.000
1545.450	-69.210	0.000
1545.460	-69.160	0.000
1545.480	-69.240	0.000
1545.490	-69.320	0.000
1545.500	-69.240	0.000
1545.510	-69.330	0.000
1545.530	-69.440	0.000
1545.540	-69.450	0.000
1545.550	-69.410	0.000
1545.560	-69.300	0.000
1545.580	-69.320	0.000
1545.590	-69.380	0.000
1545.600	-69.400	0.000
1545.610	-69.310	0.000
1545.630	-69.240	0.000
1545.640	-69.190	0.000
1545.650	-69.190	0.000
1545.660	-69.190	0.000
1545.680	-69.300	0.000
1545.690	-69.340	0.000
1545.700	-69.440	0.000
1545.710	-69.310	0.000
1545.730	-69.140	0.000
1545.740	-69.140	0.000
1545.750	-69.170	0.000
1545.760	-69.280	0.000
1545.780	-69.370	0.000
1545.790	-69.310	0.000
1545.800	-69.210	0.000
1545.810	-69.250	0.000
1545.830	-69.200	0.000
1545.840	-69.200	0.000
1545.850	-69.270	0.000
1545.860	-69.270	0.000
1545.880	-69.340	0.000
1545.890	-69.010	0.000
1545.900	-68.830	0.000
1545.910	-69.350	0.000
1545.930	-69.320	0.000
1545.940	-69.390	0.000
1545.950	-69.330	0.000
1545.960	-69.310	0.000
1545.980	-69.410	0.000
1545.990	-69.340	0.000
1546.000	-69.270	0.000
1546.010	-69.300	0.000
1546.030	-69.320	0.000
1546.040	-69.570	0.000
1546.050	-69.540	0.000
1546.060	-69.310	0.000
1546.080	-69.320	0.000
1546.090	-69.240	0.000
