1545,000	-73,300	1,000
1545,010	-72,810	0,000
1545,030	-72,940	0,000
1545,040	-72,610	0,000
1545,050	-73,350	0,000
1545,060	-73,630	0,000
1545,080	-73,310	0,000
1545,090	-73,040	0,000
1545,100	-73,280	0,000
1545,110	-73,430	0,000
1545,130	-73,050	0,000
1545,140	-72,720	0,000
1545,150	-73,000	0,000
1545,160	-73,050	0,000
1545,180	-72,460	0,000
1545,190	-72,460	0,000
1545,200	-72,420	0,000
1545,210	-72,480	0,000
1545,230	-72,400	0,000
1545,240	-72,990	0,000
1545,250	-72,740	0,000
1545,260	-73,170	0,000
1545,280	-73,010	0,000
1545,290	-72,690	0,000
1545,300	-72,910	0,000
1545,310	-72,860	0,000
1545,330	-72,700	0,000
1545,340	-72,990	0,000
1545,350	-73,200	0,000
1545,360	-73,220	0,000
1545,380	-73,200	0,000
1545,390	-72,650	0,000
1545,400	-72,820	0,000
1545,410	-73,170	0,000
1545,430	-72,890	0,000
1545,440	-72,550	0,000
1545,450	-72,440	0,000
1545,460	-73,000	0,000
1545,480	-73,150	0,000
1545,490	-72,690	0,000
1545,500	-73,010	0,000
1545,510	-72,910	0,000
1545,530	-72,690	0,000
1545,540	-73,340	0,000
1545,550	-72,950	0,000
1545,560	-73,050	0,000
1545,580	-72,640	0,000
1545,590	-72,800	0,000
1545,600	-72,480	0,000
1545,610	-72,230	0,000
1545,630	-72,860	0,000
1545,640	-72,820	0,000
1545,650	-73,010	0,000
1545,660	-73,310	0,000
1545,680	-73,340	0,000
1545,690	-73,260	0,000
1545,700	-73,110	0,000
1545,710	-73,060	0,000
1545,730	-73,230	0,000
1545,740	-73,090	0,000
1545,750	-72,790	0,000
1545,760	-73,030	0,000
1545,780	-73,020	0,000
1545,790	-72,600	0,000
1545,800	-72,970	0,000
1545,810	-72,830	0,000
1545,830	-72,600	0,000
1545,840	-72,710	0,000
1545,850	-72,620	0,000
1545,860	-72,710	0,000
1545,880	-72,720	0,000
1545,890	-72,590	0,000
1545,900	-72,690	0,000
1545,910	-72,660	0,000
1545,930	-73,150	0,000
1545,940	-72,880	0,000
1545,950	-72,910	0,000
1545,960	-73,120	0,000
1545,980	-73,510	0,000
1545,990	-72,940	0,000
1546,000	-72,760	0,000
1546,010	-72,900	0,000
1546,030	-72,940	0,000
1546,040	-72,440	0,000
1546,050	-72,170	0,000
1546,060	-72,950	0,000
1546,080	-72,780	0,000
1546,090	-72,360	0,000
1546,100	-72,440	0,000
1546,110	-72,990	0,000
1546,130	-73,250	0,000
1546,140	-72,770	0,000
1546,150	-73,010	0,000
1546,160	-72,810	0,000
1546,180	-73,010	0,000
1546,190	-72,610	0,000
1546,200	-72,460	0,000
1546,210	-72,830	0,000
1546,230	-72,840	0,000
1546,240	-72,790	0,000
1546,250	-72,760	0,000
1546,260	-72,650	0,000
1546,280	-72,690	0,000
1546,290	-72,480	0,000
1546,300	-72,540	0,000
1546,310	-72,360	0,000
1546,330	-72,600	0,000
1546,340	-72,700	0,000
1546,350	-73,020	0,000
1546,360	-72,980	0,000
1546,380	-73,230	0,000
1546,390	-72,990	0,000
1546,400	-73,230	0,000
1546,410	-72,910	0,000
1546,430	-72,740	0,000
1546,440	-72,260	0,000
1546,450	-72,900	0,000
1546,460	-72,500	0,000
1546,480	-73,270	0,000
1546,490	-72,490	0,000
1546,500	-72,380	0,000
1546,510	-72,620	0,000
1546,530	-72,730	0,000
1546,540	-72,520	0,000
1546,550	-72,220	0,000
1546,560	-72,230	0,000
1546,580	-72,580	0,000
1546,590	-72,940	0,000
1546,600	-72,840	0,000
1546,610	-72,390	0,000
1546,630	-72,380	0,000
1546,640	-72,160	0,000
1546,650	-72,270	0,000
1546,660	-72,250	0,000
1546,680	-72,870	0,000
1546,690	-72,490	0,000
1546,700	-72,090	0,000
1546,710	-72,160	0,000
1546,730	-72,090	0,000
1546,740	-72,490	0,000
1546,750	-72,490	0,000
1546,760	-72,470	0,000
1546,780	-72,270	0,000
1546,790	-71,760	0,000
1546,800	-72,400	0,000
1546,810	-72,350	0,000
1546,830	-72,950	0,000
1546,840	-72,330	0,000
1546,850	-72,320	0,000
1546,860	-72,130	0,000
1546,880	-71,720	0,000
1546,890	-72,260	0,000
1546,900	-72,670	0,000
1546,910	-72,210	0,000
1546,930	-72,620	0,000
1546,940	-72,640	0,000
1546,950	-72,410	0,000
1546,960	-72,230	0,000
1546,980	-72,320	0,000
1546,990	-72,130	0,000
1547,000	-72,230	0,000
1547,010	-72,540	0,000
1547,030	-72,160	0,000
1547,040	-72,370	0,000
1547,050	-72,170	0,000
1547,060	-72,540	0,000
1547,080	-72,050	0,000
1547,090	-72,360	0,000
1547,100	-72,120	0,000
1547,110	-71,930	0,000
1547,130	-71,970	0,000
1547,140	-72,190	0,000
1547,150	-71,970	0,000
1547,160	-72,200	0,000
1547,180	-72,380	0,000
1547,190	-72,410	0,000
1547,200	-72,610	0,000
1547,210	-72,180	0,000
1547,230	-72,410	0,000
1547,240	-72,360	0,000
1547,250	-72,450	0,000
1547,260	-72,670	0,000
1547,280	-72,120	0,000
1547,290	-72,290	0,000
1547,300	-72,330	0,000
1547,310	-72,240	0,000
1547,330	-72,150	0,000
1547,340	-71,950	0,000
1547,350	-72,080	0,000
1547,360	-72,470	0,000
1547,380	-72,390	0,000
1547,390	-72,420	0,000
1547,400	-72,360	0,000
1547,410	-72,350	0,000
1547,430	-72,200	0,000
1547,440	-72,510	0,000
1547,450	-72,400	0,000
1547,460	-72,570	0,000
1547,480	-72,360	0,000
1547,490	-72,200	0,000
1547,500	-72,660	0,000
1547,510	-72,290	0,000
1547,530	-72,430	0,000
1547,540	-71,770	0,000
1547,550	-71,970	0,000
1547,560	-72,290	0,000
1547,580	-72,030	0,000
1547,590	-72,070	0,000
1547,600	-72,190	0,000
1547,610	-72,230	0,000
1547,630	-72,130	0,000
1547,640	-72,100	0,000
1547,650	-71,980	0,000
1547,660	-71,760	0,000
1547,680	-72,040	0,000
1547,690	-72,550	0,000
1547,700	-71,980	0,000
1547,710	-71,680	0,000
1547,730	-71,620	0,000
1547,740	-72,020	0,000
1547,750	-71,930	0,000
1547,760	-72,090	0,000
1547,780	-72,560	0,000
1547,790	-72,140	0,000
1547,800	-71,790	0,000
1547,810	-72,090	0,000
1547,830	-72,010	0,000
1547,840	-72,410	0,000
1547,850	-71,800	0,000
1547,860	-71,690	0,000
1547,880	-71,970	0,000
